age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,avg_grade,school_GP,school_MS,sex_F,sex_M,address_R,address_U,famsize_GT3,famsize_LE3,Pstatus_A,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_no,schoolsup_yes,famsup_no,famsup_yes,paid_no,paid_yes,activities_no,activities_yes,nursery_no,nursery_yes,higher_no,higher_yes,internet_no,internet_yes,romantic_no,romantic_yes
16,2,2,1,2,1,3,1,2,1,1,5,6,12.0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False
15,4,2,1,1,0,3,5,2,1,1,3,10,18.666666666666668,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
15,2,1,1,2,0,5,4,2,1,1,5,8,9.0,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True
16,4,4,1,2,0,5,4,4,1,2,5,2,15.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
15,4,4,2,2,0,4,4,3,1,1,2,2,12.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False
16,3,3,2,1,0,5,4,2,1,1,5,0,13.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False
17,1,3,3,2,1,5,2,4,1,4,5,20,8.0,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
15,3,4,1,1,0,3,4,3,1,2,4,6,13.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
15,1,2,1,2,0,3,2,3,1,2,1,2,15.333333333333334,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
15,2,2,1,4,0,5,5,4,1,2,5,6,15.0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
16,2,4,2,2,0,4,2,2,1,2,5,2,13.0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
16,4,4,1,1,0,3,4,4,1,4,5,18,12.666666666666666,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
16,2,2,1,2,0,5,4,4,1,1,5,0,7.666666666666667,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
15,3,4,1,1,0,5,5,5,3,2,5,0,12.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False
15,3,4,1,2,0,5,3,2,1,1,1,0,9.333333333333334,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True
19,0,1,1,2,3,3,4,2,1,1,5,2,8.0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False
18,2,2,1,1,2,3,3,3,1,2,4,0,3.6666666666666665,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
16,4,4,1,1,0,3,5,5,2,5,4,8,18.0,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False
15,3,4,2,3,2,4,2,2,2,2,5,0,4.0,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True
15,1,1,3,1,0,4,3,3,1,2,4,0,2.6666666666666665,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True
17,2,2,1,1,0,3,4,4,1,3,5,12,11.666666666666666,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True
16,3,4,1,1,0,3,2,1,1,4,5,16,11.333333333333334,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
15,3,4,4,2,0,5,3,3,1,1,5,0,3.0,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True
15,4,4,1,3,0,4,3,3,1,1,5,0,3.6666666666666665,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True
17,3,4,3,2,0,5,4,5,2,4,5,0,3.3333333333333335,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
16,3,3,2,1,2,4,3,2,1,1,5,0,1.3333333333333333,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True
16,1,1,1,2,1,4,4,4,1,3,5,0,12.666666666666666,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
15,4,4,2,1,0,4,3,2,1,1,5,0,15.666666666666666,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False
15,4,3,2,4,0,2,2,2,1,1,3,0,5.333333333333333,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False
16,2,2,2,1,2,2,3,3,2,2,2,8,9.0,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
15,4,4,1,3,0,4,2,2,1,1,5,2,10.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
16,1,1,1,1,0,3,4,4,3,3,1,2,13.666666666666666,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
17,2,1,1,1,3,5,4,5,1,2,5,0,1.6666666666666667,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False
15,1,1,1,2,0,4,4,2,1,2,5,0,10.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
15,3,2,1,2,3,3,3,2,1,1,3,0,4.333333333333333,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False
15,1,2,1,2,0,4,3,2,1,1,5,2,10.666666666666666,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False
16,4,4,1,1,0,3,3,2,2,1,5,0,4.333333333333333,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True
15,2,1,4,1,3,4,5,5,2,5,5,0,9.0,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
18,1,1,1,1,3,2,3,5,2,5,4,0,3.6666666666666665,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
16,2,1,1,1,1,4,4,4,3,5,5,6,13.0,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True
15,3,3,2,3,2,4,2,1,2,3,3,8,10.0,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
19,3,2,1,1,3,4,5,4,1,1,4,0,1.6666666666666667,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True
17,4,4,1,1,0,4,2,1,1,1,4,0,11.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True
15,2,3,1,2,0,4,4,4,1,1,1,2,9.0,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False
17,1,2,1,1,0,2,2,2,3,3,5,8,13.666666666666666,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
18,1,1,3,1,3,5,2,5,1,5,4,6,9.0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False
16,2,2,3,1,0,4,2,2,1,2,3,2,15.666666666666666,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
16,3,3,1,2,1,4,5,5,4,4,5,4,11.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
17,2,1,2,1,2,3,3,2,2,2,5,0,4.333333333333333,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True
15,3,2,2,2,2,4,4,4,1,4,3,6,7.0,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True
16,1,2,2,1,1,4,4,4,2,4,5,0,2.3333333333333335,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False
17,1,3,1,1,0,5,3,3,1,4,2,2,10.0,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False
17,1,1,4,2,3,5,3,5,1,5,5,0,6.666666666666667,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True
16,3,2,2,1,1,4,5,2,1,1,2,16,11.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False
16,2,2,1,2,0,4,3,5,2,4,4,4,10.0,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False
16,4,2,1,2,0,4,2,3,1,1,3,0,15.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
16,2,2,1,2,0,5,1,5,1,1,4,0,4.333333333333333,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False
16,4,4,1,2,0,4,4,2,1,1,3,0,14.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
16,3,4,3,1,2,3,4,5,2,4,2,0,3.6666666666666665,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False
16,1,0,2,2,0,4,3,2,1,1,3,2,14.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
17,4,4,1,2,0,4,4,4,1,3,5,0,11.333333333333334,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
16,1,3,1,2,3,4,3,5,1,1,3,0,5.0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True
16,3,3,2,2,0,4,4,5,1,1,4,4,10.0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,4,3,2,2,0,4,4,4,4,4,4,4,9.333333333333334,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False
16,2,2,2,2,0,3,4,4,1,4,5,2,12.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False
17,3,3,1,2,0,4,3,4,1,4,4,4,5.666666666666667,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False
16,4,2,1,1,0,4,3,3,3,4,3,10,9.0,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True
17,4,3,1,2,0,5,2,3,1,1,2,4,10.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True
16,4,3,1,2,0,3,4,3,2,3,3,10,8.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
16,3,3,1,2,0,4,2,3,1,2,3,2,12.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
17,2,4,1,2,0,5,4,2,2,3,5,0,16.666666666666668,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False
17,3,3,1,2,0,5,3,3,2,3,1,56,8.666666666666666,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True
16,3,2,1,2,0,1,2,2,1,2,1,14,12.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
17,3,3,1,2,0,4,3,4,2,3,4,12,11.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True
16,1,2,1,1,0,3,3,3,1,2,3,2,11.333333333333334,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
16,2,1,1,2,0,4,2,3,1,2,5,0,15.0,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
17,3,3,1,2,0,3,3,3,1,3,3,6,8.0,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True
17,1,2,1,2,0,3,1,3,1,5,3,4,9.0,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
16,2,3,1,2,0,4,3,3,1,1,2,10,12.0,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
17,1,1,1,2,0,5,3,3,1,1,3,0,8.333333333333334,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False
17,1,2,2,2,0,4,4,4,4,5,5,12,7.666666666666667,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False
16,3,3,1,1,0,4,3,2,3,4,5,8,9.0,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
16,2,3,2,1,0,5,3,3,1,1,3,0,13.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
17,2,4,1,2,0,4,3,2,1,1,5,0,14.666666666666666,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True
17,4,4,1,1,0,5,2,3,1,2,5,4,16.0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False
16,3,3,3,1,0,3,3,4,3,5,3,8,9.333333333333334,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,4,4,2,1,1,4,2,4,2,3,2,24,18.0,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False
16,4,4,1,2,0,4,5,2,1,2,3,0,9.333333333333334,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
16,4,3,1,2,0,4,3,5,1,5,2,2,16.0,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
16,2,3,1,2,0,4,4,3,1,3,4,6,9.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
17,1,1,1,2,0,4,4,4,1,3,1,4,9.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False
17,2,2,1,1,0,5,3,2,1,2,3,18,6.333333333333333,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False
16,2,2,2,4,0,5,3,5,1,1,5,6,10.333333333333334,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False
17,3,4,1,3,1,4,4,3,3,4,5,28,9.333333333333334,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
16,3,1,1,2,3,2,3,3,2,2,4,5,7.0,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
16,4,3,1,2,0,1,3,2,1,1,1,10,12.0,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
16,1,1,2,1,0,4,3,2,1,4,5,6,9.333333333333334,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False
17,4,3,2,3,0,4,4,2,1,1,4,6,7.0,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
19,3,3,1,4,0,4,3,3,1,2,3,10,8.0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,4,4,1,2,0,5,3,5,4,5,3,13,12.333333333333334,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True
16,2,2,1,2,0,3,3,4,1,1,4,0,13.0,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False
18,2,2,1,2,1,4,4,4,2,4,5,15,7.0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,4,4,1,1,0,5,2,1,1,2,3,12,9.333333333333334,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False
17,3,2,2,2,0,4,4,4,1,3,1,2,14.666666666666666,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False
17,4,3,1,2,2,3,4,5,2,4,1,22,5.333333333333333,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
18,3,3,1,2,1,3,2,4,2,4,4,13,6.666666666666667,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
17,2,3,2,1,0,3,3,3,1,4,3,3,7.333333333333333,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False
17,2,2,1,3,0,4,3,3,1,1,4,4,9.666666666666666,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
17,2,1,2,2,0,4,2,5,1,2,5,2,6.0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False
17,1,1,1,3,1,4,3,4,1,1,5,0,3.6666666666666665,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True
16,2,3,1,2,0,2,3,1,1,1,3,2,16.333333333333332,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False
18,2,2,2,2,0,3,3,3,5,5,4,0,12.666666666666666,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False
16,4,4,1,3,0,5,3,2,1,1,5,0,13.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False
18,3,1,1,2,1,5,3,3,1,1,4,16,8.0,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True
17,3,2,1,2,0,5,3,4,1,3,3,10,15.333333333333334,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False
